Course ID,Section,Date,Professor,Professor Score,Difficulty
GRMN 10300,1,Winter 2019,Frederic Kopp,10.0,4.00
GRMN 10300,1,Spring 2020,Elizabeth Ramsey,5.602707277456860,N/A
GRMN 10300,2,Spring 2015,Daniel Carranza,9.5,3.33
GRMN 10300,2,Spring 2016,Simon Friedland,9.9,4.20
GRMN 10300,2,Spring 2017,Maeve Hooper,9.89,3.39
GRMN 10300,2,Spring 2018,Nicole Burgoyne,9.715,5.38
GRMN 10300,2,Spring 2019,Derek Buyan,9.75,7.88
GRMN 10300,2,Spring 2020,Evgenia Marich,9.76,N/A
GRMN 10300,3,Spring 2015,Emily Dreyfus,9.725,4.33
GRMN 10300,3,Spring 2016,Anne Flannery,9.125,3.00
GRMN 10300,3,Spring 2017,Daniel Burnfin,9.280000000000000,3.29
GRMN 10300,3,Spring 2018,Nicole Burgoyne,9.3,2.33
GRMN 10300,3,Spring 2019,Peter Metzel,10.0,3.67
GRMN 10300,3,Spring 2020,David Kretz,9.363909480600370,N/A
GRMN 10300,4,Spring 2015,Noah Zeldin,9.875,4.00
GRMN 10300,4,Spring 2016,Maeve Hooper,10.0,4.56
GRMN 10300,4,Spring 2017,Mirjam Berg,9.27,3.27
GRMN 10300,4,Spring 2018,Derek Buyan,9.64,5.38
GRMN 10300,4,Spring 2019,Elisabeth Wilhelm,9.585,4.83
GRMN 10300,4,Spring 2020,Maeve Hooper,5.966073543959060,N/A
GRMN 10300,5,Spring 2017,Anne Flannery,10.0,4.50
BUSN 20510,1,Winter 2020,Baris Ata,9.978,N/A
HUMA 18100,1,Winter 2020,Andrew Broughton,5.428592561431290,N/A
HUMA 18100,2,Winter 2020,Sarah Nooter,6.588259558041130,N/A
HUMA 18100,2,Winter 2021,Andrew Broughton,6.21011912598055,N/A
HUMA 18100,3,Winter 2020,Rachel Galvin,8.32716926084482,N/A
HUMA 18100,3,Winter 2021,Stephen Gabel,5.1329582539407600,N/A
HUMA 18100,4,Winter 2020,Stephen Gabel,6.408904728910450,N/A
HUMA 18100,4,Winter 2021,Rachel Galvin,8.589620598351940,N/A
HUMA 18100,5,Winter 2020,Rosanna Warren,6.114564475019180,N/A
HUMA 18100,5,Winter 2021,Patrick Morrissey,7.151051891811640,N/A
HUMA 18100,6,Winter 2020,Rachel Galvin,8.304741035856570,N/A
HUMA 18100,6,Winter 2021,Andrew Broughton,5.123534433693800,N/A
HUMA 18100,7,Winter 2020,Andrew Broughton,5.4062170943555000,N/A
HUMA 18100,7,Winter 2021,Na'ama Rokem,5.825965603424810,N/A
HUMA 18100,8,Winter 2020,Lucy Alford,6.9395143649006500,N/A
HUMA 18100,8,Winter 2021,Steven Maye,9.172,N/A
HUMA 18100,9,Winter 2020,Lucy Alford,5.407009230160110,N/A
HUMA 18100,1,Winter 2020,Andrew Ollett,5.33275066194848,N/A
HUMA 18100,1,Winter 2021,John Wilkinson,4.439810596124820,N/A
HUMA 18100,1,Winter 2020,Anna Elena Torres,5.228432926678380,N/A
HUMA 18100,1,Winter 2021,Geronimo Sarmiento Cruz,5.353341169483560,N/A
HUMA 18100,1,Winter 2020,Na'ama Rokem,6.301441216500460,N/A
HUMA 18100,1,Winter 2020,Florian Klinger,5.383925787533100,N/A
BIOS 10603,1,Winter 2020,Esmael Jafari Haddadian,N/A,N/A
CMLT 21200,1,Autumn 2020,Ana Ilievska,9.84,N/A
ITAL 23502,1,Winter 2020,H. Steinberg,9.801,N/A
CLCV 20800,1,Winter 2015,Cameron Hawkins,5.701817006907260,4.67
CLCV 20800,1,Winter 2016,Clifford Ando,8.541212887769860,4.58
CLCV 20800,1,Winter 2017,Clifford Ando,7.179994601857430,6.70
CLCV 20800,1,Winter 2020,Alain Bresson,6.391047436670330,N/A
CLCV 20800,1,Winter 2021,Alain Bresson,7.939890918117660,N/A
CLCV 20800,2,Winter 2015,Amy Genova,5.971620743052350,6.10
CLCV 20800,2,Winter 2016,Jared Kreiner,8.011735640743760,5.00
CLCV 20800,2,Winter 2017,Jared Kreiner,9.229131962914370,4.82
CLCV 20800,2,Winter 2020,Nolan Epstein,5.311642256817620,N/A
CLCV 20800,3,Winter 2015,Jason Osequeda,4.5142033405439900,7.33
CLCV 20800,3,Winter 2016,Emily Forden,9.40668333392437,4.72
CLCV 20800,3,Winter 2017,Emily Forden,9.433333333333330,3.90
CLCV 20800,3,Winter 2020,Nolan Epstein,5.581037790938210,N/A
CLCV 20800,4,Winter 2017,Jonah Radding,7.91458853938871,3.90
CLCV 20800,4,Winter 2020,Jordan Johansen,6.464931995224420,N/A
LLSO 24200,1,Autumn 2014,Dennis J Hutchinson,7.022589400667090,4.27
LLSO 24200,1,Autumn 2015,Dennis J Hutchinson,8.102886083684540,4.63
LLSO 24200,1,Autumn 2019,David Lyons,9.05,N/A
SSAD 26922,1,Autumn 2019,Jessica Darrow,9.986000000000000,N/A
DIGS 20001,9,(2206) Summer 2020,Adam Shaw,10.0,N/A
GREK 20100,1,Autumn 2020,Claudio Sansone,9.646,N/A
GREK 20100,1,Autumn 2014,Christopher Faraone,8.835,5.44
GREK 20100,1,Autumn 2015,James M Redfield,9.835,7.25
GREK 20100,1,Autumn 2018,Mark Payne,10.0,4.00
GREK 20100,1,Autumn 2019,Mark Payne,N/A,N/A
GREK 20100,1,Autumn 2016,Helma Dik,8.570000000000000,5.14
GREK 20100,1,Autumn 2017,Helma Dik,9.665,6.21
GLST 20150,1,Winter 2020,Evan Carver,8.192815203909320,N/A
GLST 20150,1,Spring 2020,Evan Carver,6.950549257537950,N/A
GLST 20150,1,Winter 2021,Evan Carver,9.538,N/A
JAPN 20300,1,Spring 2015,Yoko Katagiri,9.915,6.00
JAPN 20300,1,Spring 2016,Yoko Katagiri,10.0,5.00
JAPN 20300,1,Spring 2020,Satoko Ogura,9.9,N/A
JAPN 20300,1,Spring 2017,Yoko Katagiri,9.695000000000000,9.88
JAPN 20300,1,Spring 2018,Yoko Katagiri,10.0,6.33
JAPN 20300,2,Spring 2015,Misa Miyachi,9.375,7.00
MUSI 10400,1,Autumn 2020,Berthold Hoeckner,4.762857273180590,N/A
MUSI 10400,1,Autumn 2014,Berthold Hoeckner,6.875316936630710,6.33
MUSI 10400,1,Autumn 2015,Lawrence Zbikowski,5.779725822530260,4.00
MUSI 10400,1,Autumn 2016,Steven Rings,7.84990189724315,4.75
MUSI 10400,1,Spring 2015,Patrick Fitzgibbon,9.567919981892160,3.37
MUSI 10400,1,Spring 2016,Zachary Loeffler,5.805819120008690,4.40
MUSI 10400,1,Spring 2017,Jennifer Iverson,9.821111111111110,5.38
MUSI 10400,1,Winter 2015,Berthold Hoeckner,4.59009407401967,5.00
MUSI 10400,1,Winter 2016,Berthold Hoeckner,6.482554322452740,5.67
MUSI 10400,1,Winter 2017,Jennifer Iverson,8.197167475635380,4.19
MUSI 10400,1,Winter 2020,Lawrence Zbikowski,5.733501544277670,N/A
MUSI 10400,1,Winter 2021,Thomas Christensen,5.090442857860740,N/A
MUSI 10400,1,Spring 2020,Zachary Loeffler,7.919016942600800,N/A
MUSI 10400,1,Autumn 2019,Jennifer Iverson,6.232807110248670,N/A
MUSI 10400,2,Autumn 2020,Siavash Sabetrohani,5.323319899341700,N/A
MUSI 10400,2,Autumn 2014,Maxwell Silva,4.132368283272620,9.17
MUSI 10400,2,Autumn 2015,Steven Rings,6.274824717719960,4.57
MUSI 10400,2,Spring 2017,Anabel Maler,7.784324574480740,6.23
MUSI 10400,2,Winter 2015,Steven Rings,7.1632591452978200,5.30
MUSI 10400,2,Winter 2016,Timothy Page,5.880805811861410,5.71
MUSI 10400,2,Winter 2017,George Adams IV,7.966242725831550,3.46
MUSI 10400,2,Winter 2020,Joshua Klopfenstein,4.618743847048860,N/A
MUSI 10400,2,Spring 2020,Julianne Grasso,4.850844400978750,N/A
MUSI 10400,3,Spring 2017,Berthold Hoeckner,8.453913772139260,5.40
MUSI 10400,3,Winter 2020,Alican Camci,4.413009675411780,N/A
MUSI 10400,3,Spring 2020,Zachary Loeffler,7.705785370530000,N/A
MUSI 10400,4,Spring 2017,Berthold Hoeckner,7.152152050038810,4.78
MUSI 10400,9,(2156) Summer 2015,Miriam Tripaldi,4.936176943167750,12.25
MARA 10300,1,Spring 2019,Sujata Mahajan,9.835,5.33
GLST 29800,1,Autumn 2020,Amy McLachlan,6.740552849786160,N/A
GLST 29800,1,Autumn 2019,"James Hevia,Owen Kohl",9.417,N/A
GLST 29800,2,Autumn 2020,Amy McLachlan,8.09199615955311,N/A
GLST 29800,2,Autumn 2019,"James Hevia,Owen Kohl",5.723335390715590,N/A
MDVL 20501,1,Autumn 2019,Fred M Donner,9.638,N/A
BIOS 21507,1,Winter 2021,Jeffrey Hubbell,9.688,N/A
BIOS 21507,1,Spring 2020,Jeffrey Hubbell,8.881901544401550,N/A
LLSO 20601,1,Winter 2016,Edward M Cook Jr,6.148612488600090,4.00
LLSO 20601,1,Winter 2020,Edward M Cook Jr,9.51,N/A
CRES 24601,1,Winter 2020,Dwight Hopkins,8.460000000000000,N/A
CMLT 21600,1,Winter 2016,Kimberly Kenny,9.690000000000000,3.71
HUMA 16100,1,Winter 2015,Andrew Broughton,5.114637616899260,4.00
HUMA 16100,1,Winter 2016,Adrienne Brown,5.933523475921800,6.30
HUMA 16100,1,Winter 2017,Andrew Broughton,4.479892624492410,4.54
HUMA 16100,1,Winter 2020,Christopher Taylor,5.697310598250810,N/A
HUMA 16100,1,Winter 2021,Leah M. Feldman,6.01390030261714,N/A
HUMA 16100,2,Winter 2015,Anna Seastrand,5.997679861365140,4.67
HUMA 16100,2,Winter 2016,Olga Solovieva,4.093766752020220,5.81
HUMA 16100,2,Winter 2017,Andrew Broughton,4.533919797220650,4.75
HUMA 16100,2,Winter 2020,Danielle Roper,6.050570449935150,N/A
HUMA 16100,2,Winter 2021,Leah M. Feldman,4.221865252236370,N/A
HUMA 16100,3,Winter 2015,Hillary Chute,4.19005786305743,4.75
HUMA 16100,3,Winter 2016,Kalisha Cornett,6.073388055675640,6.50
HUMA 16100,3,Winter 2017,Marius Hauknes,4.719568133195880,4.14
HUMA 16100,3,Winter 2020,George Adams IV,5.054775697515880,N/A
HUMA 16100,3,Winter 2021,Tyler Schroeder,5.020840011971670,N/A
HUMA 16100,4,Winter 2015,Anna Seastrand,4.898806602152680,4.57
HUMA 16100,4,Winter 2016,Tyler Williams,5.966218098648010,5.57
HUMA 16100,4,Winter 2017,Marius Hauknes,4.84966593875975,4.28
HUMA 16100,4,Winter 2020,Leah M. Feldman,5.44774044760733,N/A
HUMA 16100,4,Winter 2021,James K Chandler,6.158303614778360,N/A
HUMA 16100,5,Winter 2015,Zachary Samalin,5.366276257302160,3.33
HUMA 16100,5,Winter 2016,Andrew Broughton,4.776657650966790,4.20
HUMA 16100,5,Winter 2017,Tyler Williams,7.09412907969657,5.60
HUMA 16100,5,Winter 2020,Tyler Williams,6.429278008712710,N/A
HUMA 16100,5,Winter 2021,Brandon Truett,4.884234445146490,N/A
HUMA 16100,6,Winter 2015,Haitham Ibrahim,5.473635433178520,4.00
HUMA 16100,6,Winter 2016,Anna Seastrand,6.190798443683280,6.80
HUMA 16100,6,Winter 2017,Anna Seastrand,5.713164510658110,5.20
HUMA 16100,6,Winter 2020,Leah M. Feldman,5.350286255861130,N/A
HUMA 16100,6,Winter 2021,Haitham Ibrahim,5.322802567257490,N/A
HUMA 16100,7,Winter 2015,Kerri Hunt,5.054992739405630,4.56
HUMA 16100,7,Winter 2016,John Muse,6.990375370881510,5.18
HUMA 16100,7,Winter 2017,Anna Seastrand,7.566755789076960,4.71
HUMA 16100,7,Winter 2020,Haitham Ibrahim,6.290317415450100,N/A
HUMA 16100,7,Winter 2021,George Adams IV,5.592140800106420,N/A
HUMA 16100,8,Winter 2016,Andrew Broughton,6.204428038826630,5.00
HUMA 16100,8,Winter 2017,Judith Zeitlin,4.017721060157630,5.55
HUMA 16100,8,Winter 2020,Kris Trujillo,4.853854510990660,N/A
HUMA 16100,8,Winter 2021,Tyler Schroeder,6.359890858302020,N/A
HUMA 16100,9,Winter 2015,Heather Keenleyside,5.114438310812560,5.00
HUMA 16100,9,Winter 2016,Benjamin Morgan,5.587874437904370,4.50
HUMA 16100,9,Winter 2017,Caryn O'Connell,6.558656771566550,6.10
HUMA 16100,9,Winter 2020,Haitham Ibrahim,5.534417844434840,N/A
HUMA 16100,9,Winter 2021,Jacob Harris,5.742156828838420,N/A
HUMA 16100,1,Winter 2015,Andrew Broughton,4.6091250706660900,5.67
HUMA 16100,1,Winter 2016,Patrick Jagoda,8.23549924438089,8.92
HUMA 16100,1,Winter 2017,Heather Keenleyside,5.580544193556730,3.90
HUMA 16100,1,Winter 2020,Benjamin Morgan,5.0929421701972,N/A
HUMA 16100,1,Winter 2021,Sianne Ngai,5.404243889461610,N/A
HUMA 16100,1,Winter 2015,Christopher Taylor,4.8363942373419900,5.20
HUMA 16100,1,Winter 2016,Haitham Ibrahim,5.0048137925428300,5.30
HUMA 16100,1,Winter 2017,Benjamin Morgan,6.993944220899430,5.00
HUMA 16100,1,Winter 2020,Sianne Ngai,5.879077649562700,N/A
HUMA 16100,1,Winter 2021,Benjamin Morgan,5.841598417079580,N/A
HUMA 16100,1,Winter 2015,Christopher Taylor,5.2684425378456200,5.20
HUMA 16100,1,Winter 2016,Haitham Ibrahim,5.823199169373230,4.57
HUMA 16100,1,Winter 2017,Julie Orlemanski,6.57624255927638,6.00
HUMA 16100,1,Winter 2020,Amanda Shubert,9.707,N/A
HUMA 16100,1,Winter 2021,Haitham Ibrahim,5.954002194805630,N/A
HUMA 16100,1,Winter 2015,Benjamin Morgan,5.4281146471868400,5.00
HUMA 16100,1,Winter 2017,Andrew Broughton,5.777705615229140,4.42
HUMA 16100,1,Winter 2020,Amanda Shubert,6.886166007116490,N/A
HUMA 16100,1,Winter 2021,Joseph Bitney,5.0046233913072400,N/A
HUMA 16100,1,Winter 2015,Jonathan Lee,4.316454760769880,5.00
HUMA 16100,1,Winter 2017,Tristan Bates,6.173126046135260,4.00
HUMA 16100,1,Winter 2020,Haitham Ibrahim,5.712841973994880,N/A
HUMA 16100,1,Winter 2021,Haitham Ibrahim,7.726358484919030,N/A
HUMA 16100,1,Winter 2015,Jonathan Lee,6.1525119439548600,7.57
HUMA 16100,1,Winter 2017,Haitham Ibrahim,6.9351357712672600,6.75
HUMA 16100,1,Winter 2020,Hoda El Shakry,7.676738552093380,N/A
HUMA 16100,1,Winter 2021,Tyler Williams,5.116239566359620,N/A
HUMA 16100,1,Winter 2015,Haitham Ibrahim,8.161697205502530,4.46
HUMA 16100,1,Winter 2017,Haitham Ibrahim,5.4955710374336300,4.22
HUMA 16100,1,Winter 2021,Joseph Bitney,5.812555219314290,N/A
HUMA 16100,1,Winter 2017,Christopher Taylor,5.335202760873340,4.95
HUMA 16100,1,Winter 2021,Lawrence Rothfield,5.170692427920590,N/A
HUMA 16100,1,Winter 2017,Haitham Ibrahim,5.765572367618860,4.50
TURK 20101,1,Autumn 2014,Oya Topcuoglu,8.380000000000000,7.50
TURK 20101,1,Autumn 2016,Helga Anetshofer-Karateke,9.17,6.67
PHSC 11600,1,Autumn 2019,Scott Wakely,9.132,N/A
GNSE 27205,1,Spring 2020,Amy Krauss,9.268000000000000,N/A
JAPN 10123,9,(2186) Summer 2018,"Harumi Lory,Misa Miyachi,Yoko Katagiri",9.2,17.50
JAPN 10123,9,(2196) Summer 2019,"Harumi Lory,Misa Miyachi,Yoko Katagiri",9.095,27.57
JAPN 10123,9,(2206) Summer 2020,"Yoko Katagiri, Harumi Lory, Misa Miyachi",10.0,N/A
GNSE 23490,1,Autumn 2020,Michaela Appeltova,9.626,N/A
ANTH 24320,1,Autumn 2020,Richard A Shweder,7.803356850139790,N/A
ANTH 24320,1,Autumn 2014,Richard A Shweder,8.78,4.93
ANTH 24320,1,Autumn 2015,Richard A Shweder,8.729460277922760,3.97
ANTH 24320,1,Autumn 2016,Richard A Shweder,8.042172714969260,4.55
ANTH 24320,1,Autumn 2019,Richard A Shweder,7.641099949872620,N/A
JWSC 25000,1,Autumn 2020,Ari Almog,6.953547302207850,N/A
JWSC 25000,1,Autumn 2019,Ari Almog,9.8,N/A
NSCI 21600,1,Winter 2020,"Edward Awh, Edward Vogel",6.567371141778520,N/A
NSCI 21600,1,Winter 2021,"Edward Awh, Edward Vogel",9.512000000000000,N/A
BIOS 20234,1,Autumn 2019,"Navneet Bhasin,Michael Glotzer,Alexander Ruthenburg",N/A,N/A
CRES 16102,1,Winter 2016,Mauricio Tenorio,4.4548027851451400,5.08
CRES 16102,1,Winter 2015,Mauricio Tenorio,6.27631172725569,4.93
CRES 16102,1,Winter 2017,Dain Borges,7.414547019517350,4.79
CRES 16102,1,Winter 2020,Dain Borges,5.9500632734542300,N/A
CRES 16102,1,Winter 2021,Dain Borges,9.308,N/A
ARTH 24615,1,Autumn 2020,Maria Kokkori,9.75,N/A
ARTH 24615,1,Autumn 2019,Maria Kokkori,6.267017541064570,N/A
CMSC 27700,5,Autumn 2020,"Denis Hirschfeldt, Benedict Morrissey",9.208,N/A
CMSC 27700,5,Autumn 2016,Maryanthe Malliaris,5.641717234796560,12.00
CHIN 23110,1,Autumn 2020,Shan Xiang,9.736,N/A
GEOS 22200,1,Autumn 2014,Nicolas Dauphas,8.132644628099170,5.40
GEOS 22200,1,Autumn 2015,Nicolas Dauphas,5.677479006936840,2.71
GEOS 22200,1,Autumn 2016,Nicolas Dauphas,9.095000000000000,6.00
GEOS 22200,1,Autumn 2019,Nicolas Dauphas,6.981111022602810,N/A
SOSC 14300,1,Spring 2015,Anne Henly,6.54703847591373,6.14
SOSC 14300,1,Spring 2016,Daniel Casasanto,4.6488569352979300,3.67
SOSC 14300,1,Spring 2017,Katherine O'doherty,6.231176597547940,3.22
SOSC 14300,1,Spring 2020,Jean Decety,5.6831027621168300,N/A
SOSC 14300,2,Spring 2015,Miriam Novack,7.341511610155660,3.25
SOSC 14300,2,Spring 2016,Serena Klos,5.857987081694860,3.25
SOSC 14300,2,Spring 2017,Manoj Doss,5.446839910930020,4.25
SOSC 14300,2,Spring 2020,Susan Cohen Levine,6.163029758426640,N/A
SOSC 14300,3,Spring 2015,Jean Decety,5.560405394734760,3.20
SOSC 14300,3,Spring 2016,Erin Cable,7.445829977416660,3.60
SOSC 14300,3,Spring 2017,Edward Vogel,5.548005085200800,3.80
SOSC 14300,3,Spring 2020,Alexander Shaw,5.668497159973260,N/A
SOSC 14300,4,Spring 2015,Kristina Pagel,5.696960566004960,3.50
SOSC 14300,4,Spring 2016,Seamus Power,6.747921437332530,4.79
SOSC 14300,4,Spring 2017,Emily Lyons,4.851875101993550,4.20
SOSC 14300,4,Spring 2020,Edward Vogel,5.946295162742220,N/A
SOSC 14300,5,Spring 2015,Leslie Kay,6.5943332122571200,3.11
SOSC 14300,5,Spring 2017,Alexander Shaw,7.981810299900510,2.96
SOSC 14300,5,Spring 2020,Madeleine Oswald,6.637696246111090,N/A
SOSC 14300,6,Spring 2015,Laura Horton,5.8515957844422300,4.00
SOSC 14300,6,Spring 2016,John Cacioppo,3.2976611234819400,5.20
SOSC 14300,6,Spring 2017,Lindsey Richland,5.630731932007810,4.42
SOSC 14300,6,Spring 2020,Jalisha Jenifer,8.30510752093829,N/A
SOSC 14300,7,Spring 2015,Peishan Fan,6.144197133125930,3.06
SOSC 14300,7,Spring 2016,Lindsey Richland,4.763503419086880,4.40
SOSC 14300,7,Spring 2017,Leslie Kay,5.614224138384840,3.33
SOSC 14300,7,Spring 2020,Anne Henly,5.629164363586590,N/A
SOSC 14300,8,Spring 2015,Kerry Le Doux,9.33222222222222,3.26
SOSC 14300,8,Spring 2016,Alexander Shaw,6.489401883524690,3.50
SOSC 14300,8,Spring 2017,Kerry Le Doux,7.7562162631670400,3.22
SOSC 14300,8,Spring 2020,Kerry Le Doux,6.403846938614360,N/A
SOSC 14300,9,Spring 2015,Susan Cohen Levine,6.0125045403578600,6.14
SOSC 14300,9,Spring 2016,Edward Vogel,6.566345446218480,4.56
SOSC 14300,9,Spring 2017,Susan Cohen Levine,5.867726820486100,3.22
SOSC 14300,9,Spring 2020,Yung-Tsen Chen,4.943578928528190,N/A
SOSC 14300,1,Spring 2017,Jean Decety,5.60961239820386,2.80
SOSC 14300,1,Spring 2020,Natalie Dowling,7.092886867442610,N/A
SOSC 14300,1,Spring 2020,Jennifer Lu,6.00714928696641,N/A
SOSC 14300,1,Spring 2020,Madeleine Oswald,6.3832012655096,N/A
SOSC 14300,1,Spring 2020,Resney Gugwor,6.779413791106690,N/A
SOSC 14300,1,Spring 2020,Resney Gugwor,5.187551438964430,N/A
ARCH 20000,1,Autumn 2020,Katherine Taylor,7.408123748052530,N/A
ARCH 20000,1,Autumn 2019,Katherine Taylor,9.517,N/A
CRES 24001,1,Autumn 2020,Amy Coombs,4.643776372987690,N/A
CRES 24001,1,Autumn 2014,Francois Richard,8.434316279464760,7.00
CRES 24001,1,Winter 2016,Tessa Murphy,9.705555555555560,6.11
CRES 24001,1,Autumn 2015,Francois Richard,7.021607299246830,5.14
CRES 24001,1,Winter 2015,"Filiberto Chavez-Guerrero,Julie Saville",5.2686099478246100,6.25
CRES 24001,1,Autumn 2016,Julie Saville,6.231093949317860,5.05
CRES 24001,1,Winter 2017,Francois Richard,6.732644561569260,6.64
CRES 24001,1,Winter 2020,Amy Coombs,4.731428920983210,N/A
CRES 24001,1,Winter 2021,Sarah Newman,8.502830092939070,N/A
CRES 24001,1,Autumn 2019,Francois Richard,6.01493191191223,N/A
CRES 24001,2,Autumn 2020,Stephan Palmie,6.735919343110250,N/A
CRES 24001,2,Autumn 2014,Stephan Palmie,8.201914689964240,5.39
CRES 24001,2,Winter 2016,Karma Frierson,7.07710997170958,7.14
CRES 24001,2,Autumn 2015,Stephan Palmie,8.720222926386520,6.50
CRES 24001,2,Autumn 2016,Jessica Robinson,6.413229442560190,5.13
CRES 24001,2,Winter 2017,Adom Getachew,6.143320612375250,8.78
CRES 24001,2,Winter 2021,Deirdre Lyons,6.712783947177060,N/A
CRES 24001,2,Autumn 2019,Stephan Palmie,8.880024999601920,N/A
CRES 24001,3,Autumn 2014,Matthew Knisley,7.527988690909030,8.43
CRES 24001,3,Autumn 2015,Julie Saville,3.8998621748769000,5.89
CRES 24001,3,Autumn 2016,Matthew Knisley,9.072434763069950,5.93
CRES 24001,3,Winter 2021,Matthew Knisley,7.753839705312550,N/A
CRES 24001,3,Autumn 2019,Ramon Gutierrez,4.984134806770590,N/A
BIOS 13128,1,Autumn 2019,Alison Hunter,N/A,N/A
BIOS 13128,1,Winter 2020,Alison Hunter,N/A,N/A
BIOS 20242,1,Autumn 2019,"Martin Feder,John Kennedy,Elizabeth Kovar,Rosemary Zaragoza",N/A,N/A
SOSC 22200,1,Spring 2020,Orit Bashkin,9.766,N/A
SOSC 22200,1,Spring 2017,Orit Bashkin,7.296207310505040,5.11
SOSC 22200,1,Spring 2016,Ahmed El Shamsy,9.58346765558995,5.33
SOSC 22200,1,Spring 2015,Orit Bashkin,6.6399903962831000,4.30
ASTR 12710,1,Winter 2020,Karl Drlica-Wagner,6.250965306874770,N/A
ASTR 12710,1,Winter 2021,Jeffrey McMahon,9.196,N/A
BIOS 20186,1,Spring 2020,"Demet Arac-Ozkan, Navneet Bhasin, Richard Fehon, Benjamin Glick, David Richard Kovar, Elizabeth Kovar, Christopher Schonbaum",N/A,N/A
BIOS 20186,2,Spring 2020,"Demet Arac-Ozkan, Navneet Bhasin, Richard Fehon, Benjamin Glick, David Richard Kovar, Elizabeth Kovar, Christopher Schonbaum",N/A,N/A
GREK 20300,1,Spring 2015,Sarah Nooter,10.0,7.00
GREK 20300,1,Spring 2017,Christopher Faraone,8.870000000000000,6.40
GREK 20300,1,Spring 2020,Rikkert Peters,9.95,N/A
LLSO 21100,1,Autumn 2019,Nicole Marwell,9.298,N/A
HMRT 27205,1,Spring 2020,Amy Krauss,9.268000000000000,N/A
HIPS 20700,0,Autumn 2014,Michael Kremer,6.96217032830347,7.39
HIPS 20700,0,Autumn 2015,Kevin Davey,6.355247193061020,4.27
HIPS 20700,1,Autumn 2020,Virginia Schultheis,5.083837205831140,N/A
HIPS 20700,1,Autumn 2016,Michael Kremer,9.351111111111110,5.92
HIPS 20700,1,Autumn 2019,Virginia Schultheis,6.666831633414600,N/A
HIPS 20700,1,Winter 2021,Michael Kremer,6.054993510693500,N/A
HIPS 20700,9,(2206) Summer 2020,Michael Kolodziej,0.8005551093515670,N/A
MATH 20900,3,Spring 2016,Marianna Csornyei,6.854148765023190,18.00
MATH 20900,3,Spring 2017,Marianna Csornyei,9.213712816630390,16.82
MATH 20900,3,Spring 2020,Marianna Csornyei,8.956000000000000,N/A
BIOS 25308,1,Autumn 2019,Kay Macleod,N/A,N/A
ECON 20210,1,Spring 2015,Trevor Gallen,9.139130864969020,7.93
ECON 20210,1,Spring 2016,Willem van Vliet,9.450965045290110,8.94
ECON 20210,1,Spring 2017,Lun Li,7.371751564553330,9.32
ECON 20210,1,Winter 2015,Adam Jorring,8.908779030645750,11.50
ECON 20210,1,Winter 2016,Mathieu Cloutier,7.4975750112574300,8.67
ECON 20210,1,Winter 2017,Karthik Nagarajan,7.832040826954120,8.50
ECON 20210,1,Winter 2020,Simon Mongey,5.4221946938437900,N/A
ECON 20210,1,Spring 2020,Kotaro Yoshida,9.632,N/A
ECON 20210,1,Winter 2021,Simon Mongey,5.239320859792130,N/A
CMLT 21101,1,Autumn 2016,David Wray,9.84888888888889,6.78
CMLT 21101,1,Autumn 2019,David Wray,5.680949751454670,N/A
CMSC 23200,1,Autumn 2014,Ariel Feldman,8.873384028893920,8.32
CMSC 23200,1,Autumn 2015,Ariel Feldman,8.296090173225020,7.79
CMSC 23200,1,Autumn 2016,William Conner,9.636666666666670,8.91
CMSC 23200,1,Autumn 2017,Ariel Feldman,7.864955008145550,8.85
CMSC 23200,1,Winter 2016,Ariel Feldman,6.943597270967950,7.78
CMSC 23200,1,Winter 2020,"Charles David Cash, Blase Ur",7.911587835252190,N/A
CMSC 23200,1,Winter 2021,"Charles David Cash, Blase Ur",8.333610901550020,N/A
CMSC 23200,2,Winter 2021,"Charles David Cash, Blase Ur",8.529423477402020,N/A
SSAD 25003,1,Winter 2020,Angela Garcia,9.768,N/A
MENG 22200,1,Winter 2021,Jun Huang,9.254,N/A
SOCI 20515,9,(2206) Summer 2020,Benjamin Fogarty-Valenzuela,10.0,N/A
LLSO 25320,1,Spring 2020,Benjamin Saltzman,9.814,N/A
ASLG 10600,1,Spring 2020,David Reinhart,9.520000000000000,N/A
SOSC 12600,1,Spring 2020,John Mullee,7.981788532919060,N/A
SOSC 12600,2,Spring 2020,Ingrid Becker,6.5446028600709000,N/A
SOSC 12600,3,Spring 2020,John Mullee,8.089933622309860,N/A
SOSC 12600,4,Spring 2020,Ingrid Becker,6.613248001969960,N/A
SOSC 12600,5,Spring 2020,Suchismita Das,6.70746466917982,N/A
SOSC 12600,6,Spring 2020,Suchismita Das,6.300016092878070,N/A
SOSC 12600,7,Spring 2020,Blake Smith,5.395618456836400,N/A
SOSC 12600,8,Spring 2020,Blake Smith,5.212370947357750,N/A
SOSC 12600,9,Spring 2020,Chloethiel Ahmann,6.950736383158250,N/A
SOSC 12600,1,Spring 2020,Chloethiel Ahmann,9.952,N/A
SOSC 12600,1,Spring 2020,John Kelly,5.160901831271030,N/A
SOSC 12600,1,Spring 2020,Eike Marten,6.9143889739884900,N/A
SOSC 12600,1,Spring 2020,Yaniv Ron El,5.582391262624620,N/A
SOSC 12600,1,Spring 2020,Eike Marten,6.771445273712910,N/A
SOSC 12600,1,Spring 2020,Sean Dowdy,6.59045834283914,N/A
